OGNTsort	Español
001900	o
001901	uno
001902	cuernito
001903	no
001904	no
001905	pase
001906	desde
001907	la
001908	ley
001909	hasta
001910	probable
001911	todas (cosas)
001912	llegue a ser
001913	Quien
001914	si alguna vez
001915	por lo tanto
001916	desate
001917	uno
001918	de los
001919	mandatos
001920	estos
001921	de los
001922	más pequeños
001923	y
001924	enseñe
001925	así
001926	a los
001927	hombres
001928	más pequeño
001929	será llamado
001930	en
001931	el
001932	reino
001933	de los
001934	cielos
001935	quien
001936	pero
001937	probable
001938	haga
001939	y
001940	enseñe
001941	este
001942	grande
001943	será llamado
001944	en
001945	el
001946	reino
001947	de los
001948	cielos
001949	Estoy diciendo
001950	porque
001951	a ustedes
001952	que
001953	si alguna vez
001954	no
001955	exceda
001956	de ustedes
001957	la
001958	justicia
001959	aún mas que
001960	de los
001961	escribas
001962	y
001963	fariseos
001964	no
001965	no
001966	vengan hacia dentro
001967	a
001968	el
001969	reino
001970	de los
001971	cielos
001972	Oyeron
001973	que
001974	fue dicho
001975	a los
001976	antiguos
001977	No
001978	asesinarás
001979	Quien
001980	pero
001981	probable
001982	asesine
001983	culpable
001984	será
001985	a el
001986	juicio
001987	Yo
001988	pero
001989	estoy diciendo
001990	a ustedes
001991	que
001992	todo
001993	el
001994	estando siendo hecho enfurecerse
001995	a el
001996	hermano
001997	de él
001998	culpable
001999	será
002000	a el
002001	juicio
002002	quien
002003	pero
002004	probable
002005	diga
002006	a el
002007	hermano
002008	de él
002009	Raca
002010	culpable
002011	será
002012	(ante) el
002013	concilio
002014	quien
002015	pero
002016	probable
002017	diga
002018	Necio
002019	culpable
002020	será
002021	hacia dentro
002022	el
002023	Gehena
002024	de el
002025	fuego
002026	Si alguna vez
002027	por lo tanto
002028	estés llevando hacia
002029	la
002030	dádiva
002031	de ti
002032	sobre
002033	el
002034	lugar de sacrificio
002035	y allí
002036	seas hecho recordar
002037	que
002038	el
002039	hermano
002040	de ti
002041	está teniendo
002042	algo
002043	hacia abajo
002044	(a) ti
002045	Deja completamente
002046	allí
002047	la
002048	dádiva
002049	de ti
002050	enfrente de
002051	el
002052	lugar de sacrificio
002053	y
002054	estés yendo
002055	primero
002056	sé hecho reconciliarte
002057	(con) el
002058	hermano
002059	de ti
002060	y
002061	entonces
002062	habiendo venido
002063	estés ofreciendo
002064	la
002065	dádiva
002066	de ti
002067	Estés
002068	siendo de mente buena
002069	(con) el
002070	oponente
002071	de ti
002072	rápidamente
002073	hasta
002074	cuando
002075	estás siendo
002076	con
002077	él
002078	en
002079	el
002080	camino
002081	no alguna vez
002082	a ti
002083	entregue
002084	el
002085	oponente
002086	a el
002087	juez
002088	y
002089	el
002090	juez
002091	a el
002092	subordinado auxiliar
002093	y
002094	hacia dentro
002095	guardia
002096	serás arrojado
002097	Amén
002098	estoy diciendo
002099	a ti
002100	no
002101	no
002102	salgas
002103	de allí
002104	hasta
002105	probable
002106	entregues
002107	el
002108	último
002109	cuadrante
002110	Oyeron
002111	que
002112	fue dicho
002113	No
002114	cometerás adulterio
002115	Yo
002116	pero
002117	estoy diciendo
002118	a ustedes
002119	que
002120	todo
002121	el
002122	estando viendo
002123	a mujer
002124	hacia
002125	el
002126	desear
002127	a ella
002128	ya
002129	cometió adulterio
002130	(con) ella
002131	en
002132	el
002133	corazón
002134	de él
002135	Si
002136	pero
002137	el
002138	ojo
002139	de ti
002140	el
002141	derecho
002142	está haciendo tropezar
002143	a ti
002144	alza hacia fuera
002145	a él
002146	y
002147	arroja
002148	desde
002149	ti
002150	está siendo ventajoso
002151	porque
002152	a ti
002153	para que
002154	se pierda
002155	uno
002156	de los
002157	miembros
002158	de ti
002159	y
002160	no
002161	entero
002162	el
002163	cuerpo
002164	de ti
002165	sea arrojado
002166	hacia dentro
002167	Gehena
002168	Y
002169	si
002170	la
002171	derecha
002172	de ti
002173	mano
002174	está haciendo tropezar
002175	a ti
002176	corta de un golpe
002177	a ella
002178	y
002179	arroja
002180	desde
002181	ti
002182	está siendo ventajoso
002183	porque
002184	a ti
002185	para que
002186	se pierda
002187	uno
002188	de los
002189	miembros
002190	de ti
002191	y
002192	no
002193	entero
002194	el
002195	cuerpo
002196	de ti
002197	hacia dentro
002198	Gehena
002199	vaya
002200	Fue dicho
002201	pero
002202	Quien
002203	probable
002204	divorcie
002205	a la
002206	esposa
002207	de él
002208	dé
002209	a ella
002210	certificado de divorcio
002211	Yo
002212	pero
002213	estoy diciendo
002214	a ustedes
002215	que
002216	todo
002217	el
002218	estando divorciando
002219	a la
002220	esposa
002221	de él
002222	excepto
002223	de palabra
002224	de inmoralidad sexual
002225	está haciendo
002226	a ella
002227	ser en adulterio
002228	y
002229	quien
002230	si alguna vez
002231	(con) ha sido divorciada
002232	(se) case
002233	está cometiendo adulterio
002234	Otra vez
002235	oyeron
002236	que
002237	fue dicho
002238	a los
002239	antiguos
002240	No
002241	harás juramento falso
002242	entregarás
002243	pero
002244	a el
002245	Señor
002246	los
002247	juramentos
002248	de ti
002249	Yo
002250	pero
002251	estoy diciendo
002252	a ustedes
002253	no
002254	estar jurando
002255	enteramente
002256	ni
002257	en
002258	el
002259	cielo
002260	porque
002261	trono
002262	está siendo
002263	de el
002264	Dios
002265	ni
002266	en
002267	la
002268	tierra
002269	porque
002270	escabel
002271	está siendo
002272	de los
002273	pies
002274	de él
002275	ni
002276	hacia dentro
002277	Jerusalén
002278	porque
002279	ciudad
002280	está siendo
002281	de el
002282	gran
002283	rey
002284	ni
002285	en
002286	la
002287	cabeza
002288	de ti
002289	jures
002290	porque
002291	no
002292	estás siendo capaz
002293	uno
002294	cabello
002295	blanco
002296	hacer
002297	o
002298	negro
002299	Esté siendo
002300	pero
002301	la
002302	palabra
002303	de ustedes
002304	sí
002305	sí
002306	no
002307	no
002308	lo
002309	pero
002310	excedente
002311	de estos
002312	procedente de
002313	el
002314	Maligno
002315	está siendo
002316	Oyeron
002317	que
002318	fue dicho
002319	Ojo
002320	en lugar de
002321	ojo
002322	y
002323	diente
002324	en lugar de
002325	diente
002326	Yo
002327	pero
002328	estoy diciendo
002329	a ustedes
002330	no
002331	poner de pie en contra
002332	(de) el
002333	malvado
002334	sino
002335	quien
002336	a ti
002337	está dando bofetada
002338	hacia dentro
002339	la
002340	derecha
002341	mejilla
002342	de ti
002343	vuelve
002344	a él
002345	también
002346	la
002347	otra
002348	Y
002349	a el
002350	estando queriendo
002351	a ti
002352	ser juzgado
002353	y
002354	la
002355	prenda de vestir interior
002356	de ti
002357	tomar
002358	deja completamente
002359	a él
002360	también
002361	la
002362	prenda exterior de vestir
002363	Y
002364	quien
002365	a ti
002366	obligará a dar servicio público
002367	milla
002368	uno
002369	estés yendo
002370	con
002371	él
002372	dos
002373	A el
002374	estando solicitando
002375	a ti
002376	da
002377	y
002378	a el
002379	estando queriendo
002380	desde
002381	ti
002382	tomarse prestado
002383	no
002384	seas hecho dar vuelta
002385	Oyeron
002386	que
002387	fue dicho
002388	Amarás
002389	a el
002390	vecino
002391	de ti
002392	y
002393	odiarás
002394	a el
002395	enemigo
002396	de ti
002397	Yo
002398	pero
002399	estoy diciendo
002400	a ustedes
002401	estén amando
002402	a los
002403	enemigos
002404	de ustedes
002405	y
002406	estén orando
002407	por
002408	los
002409	estando persiguiendo
002410	a ustedes
002411	para que
002412	lleguen a ser
002413	hijos
002414	de el
002415	Padre
002416	de ustedes
002417	el
002418	en
002419	cielos
002420	porque
002421	el
002422	sol
002423	de él
002424	está levantando
002425	sobre
002426	malos
002427	y
002428	buenos
002429	y
002430	está haciendo llover
002431	sobre
002432	justos
002433	e
002434	injustos
002435	Si alguna vez
002436	porque
002437	amen
002438	a los
002439	estando amando
002440	a ustedes
002441	¿Qué
002442	galardón
002443	están teniendo?
002444	¿No
002445	también
002446	los
002447	recaudadores de impuestos
002448	lo
002449	mismo
002450	están haciendo?
002451	Y
002452	si alguna vez
002453	saluden
002454	a los
002455	hermanos
002456	de ustedes
002457	solamente
002458	¿Qué
002459	excedente
002460	están haciendo?
002461	¿No
002462	también
002463	los
002464	(individuos) de las naciones
002465	lo
002466	mismo
002467	están haciendo?
002468	Serán
002469	por lo tanto
002470	ustedes
002471	completos
002472	tal como
002473	el
002474	Padre
002475	de ustedes
002476	el
002477	celestial
002478	completo
002479	está siendo
002480	Estén teniendo atención
002481	pero
002482	a la
002483	justicia
002484	de ustedes
002485	no
002486	estar haciendo
002487	enfrente de
002488	los
002489	hombres
002490	hacia
002491	el
002492	ser observados
002493	(por) ellos
002494	si
002495	pero
002496	no
002497	pues
002498	galardón
002499	no
002500	están teniendo
002501	al lado de
002502	el
002503	Padre
002504	de ustedes
002505	el
002506	en
002507	los
002508	cielos
002509	Cuando
002510	por lo tanto
002511	estés haciendo
002512	dádiva de misericordia
002513	no
002514	toques trompeta
002515	enfrente de
002516	ti
002517	así como
002518	los
002519	hipócritas
002520	están haciendo
002521	en
002522	las
002523	sinagogas
002524	y
002525	en
002526	las
002527	calles
002528	para que
002529	les sea dado esplendor
002530	por
002531	los
002532	hombres
002533	Amén
002534	estoy diciendo
002535	a ustedes
002536	están teniendo completo
002537	el
002538	galardón
002539	de ellos
002540	De ti
002541	pero
002542	estando haciendo
002543	dádiva de misericordia
002544	no
002545	conozca
002546	la
002547	izquierda
002548	de ti
002549	qué
002550	está haciendo
002551	la
002552	derecha
002553	de ti
002554	Para que
002555	esté siendo
002556	de ti
002557	la
002558	dádiva de misericordia
002559	en
002560	lo
002561	secreto
002562	y
002563	el
002564	Padre
002565	de ti
002566	el
002567	estando viendo
002568	en
002569	lo
002570	secreto
002571	entregará
002572	a ti
002573	Y
002574	cuando
002575	estén orando
002576	no
002577	serán
002578	como
002579	los
002580	hipócritas
002581	que
002582	están teniendo cariño
002583	en
002584	las
002585	sinagogas
002586	y
002587	en
002588	las
002589	esquinas
002590	de los
002591	caminos anchos
002592	han puesto de pie
002593	estar orando
002594	para que
002595	sean hechos aparecer
002596	a los
002597	hombres
002598	Amén
002599	estoy diciendo
002600	a ustedes
002601	están teniendo completo
002602	el
002603	galardón
002604	de ellos
002605	Tú
002606	pero
002607	cuando
002608	estés orando
002609	ven hacia dentro
002610	a
002611	el
002612	cuarto privado
002613	de ti
002614	y
002615	habiendo cerrado
002616	la
002617	puerta
002618	de ti
002619	ora
002620	a el
002621	Padre
002622	de ti
002623	el
002624	en
002625	lo
002626	secreto
002627	y
002628	el
002629	Padre
002630	de ti
002631	el
002632	estando viendo
002633	en
002634	lo
002635	secreto
002636	entregará
002637	a ti
002638	Estando orando
002639	pero
002640	no
002641	uses muchas palabras
002642	así como
002643	los
002644	(individuos) de las naciones
002645	están pensando
002646	porque
002647	que
002648	en
002649	la
002650	mucha palabrería
002651	de ellos
002652	serán oídos completamente
002653	No
002654	por lo tanto
002655	sean hechos semejantes
002656	a ellos
002657	ha sabido
002658	porque
002659	el
002660	Padre
002661	de ustedes
002662	de cuales (cosas)
002663	necesidad
002664	están teniendo
002665	antes
002666	de el
002667	ustedes
002668	suplicar
002669	a él
002670	Así
002671	por lo tanto
002672	estén orando
002673	ustedes
002674	Padre
002675	nuestro
002676	el
002677	en
002678	los
002679	cielos
002680	sea santificado
002681	el
002682	nombre
002683	de ti
002684	Venga
002685	el
002686	reino
002687	de ti
002688	llegue a ser
002689	la
002690	cosa deseada
002691	de ti
002692	tal como
002693	en
002694	cielo
002695	también
002696	sobre
002697	tierra
002698	El
002699	pan
002700	nuestro
002701	el
002702	correspondiente (al día)
002703	da
002704	a nosotros
002705	hoy
002706	Y
002707	deja ir
002708	a nosotros
002709	las
002710	deudas
002711	de nosotros
002712	como
002713	también
002714	nosotros
002715	dejamos ir
002716	a los
002717	deudores
002718	de nosotros
002719	Y
002720	no
002721	lleves hacia dentro
002722	a nosotros
002723	hacia dentro
002724	puesta a prueba
002725	sino
002726	libra rescatando
002727	a nosotros
002728	desde
002729	el
002730	Maligno
002731	Si alguna vez
002732	porque
002733	dejen ir
002734	a los
002735	hombres
002736	las
002737	transgresiones
002738	de ellos
002739	dejará ir
002740	también
002741	a ustedes
002742	el
002743	Padre
002744	de ustedes
002745	el
002746	celestial
002747	Si alguna vez
002748	pero
002749	no
002750	dejen ir
002751	a los
002752	hombres
002753	tampoco
002754	el
002755	Padre
002756	de ustedes
002757	dejará ir
002758	las
002759	transgresiones
002760	de ustedes
002761	Cuando
002762	pero
002763	estén ayunando
002764	no
002765	estén llegando a ser
002766	tal como
002767	los
002768	hipócritas
002769	de rostro triste
002770	están desfigurando
002771	porque
002772	los
002773	rostros
002774	de ellos
002775	para que
002776	sean hechos aparecer
002777	a los
002778	hombres
002779	estando ayunando
002780	Amén
002781	estoy diciendo
002782	a ustedes
002783	están teniendo completo
002784	el
002785	galardón
002786	de ellos
002787	Tú
002788	pero
002789	estando ayunando
002790	úntate
002791	de ti
002792	la
002793	cabeza
002794	y
002795	el
002796	rostro
002797	tuyo
002798	lávate
002799	para que
002800	no
002801	seas hecho aparecer
002802	a los
002803	hombres
002804	estando ayunando
002805	sino
002806	a el
002807	Padre
002808	de ti
002809	el
002810	en
002811	lo
002812	secreto
002813	y
002814	el
002815	Padre
002816	de ti
002817	el
002818	estando viendo
002819	en
002820	lo
002821	secreto
002822	entregará
002823	a ti
002824	No
002825	estén atesorando
002826	ustedes
002827	tesoros
002828	sobre
002829	la
002830	tierra
002831	donde
002832	polilla
002833	y
002834	corrosión
002835	está haciendo desaparecer
002836	y
002837	donde
002838	ladrones
002839	están cavando a través
002840	y
002841	están hurtando
002842	Estén atesorando
002843	pero
002844	ustedes
002845	tesoros
002846	en
002847	cielo
002848	donde
002849	ni
002850	polilla
002851	ni
002852	corrosión
002853	está haciendo desaparecer
002854	y
002855	donde
002856	ladrones
002857	no
002858	están cavando a través
002859	ni
002860	están hurtando
002861	Donde
002862	porque
002863	está siendo
002864	el
002865	tesoro
002866	de ti
002867	allí
002868	estará
002869	también
002870	el
002871	corazón
002872	de ti
002873	La
002874	lámpara
002875	de el
002876	cuerpo
002877	está siendo
002878	el
002879	ojo
002880	si alguna vez
002881	por lo tanto
002882	esté siendo
002883	el
002884	ojo
002885	de ti
002886	sencillo
002887	entero
002888	el
002889	cuerpo
002890	de ti
002891	luminoso
002892	será
002893	Si alguna vez
002894	pero
002895	el
002896	ojo
002897	de ti
002898	maligno
002899	esté siendo
002900	entero
002901	el
002902	cuerpo
002903	de ti
002904	oscuro
002905	será
002906	si
002907	por lo tanto
002908	la
002909	luz
002910	la
002911	en
002912	ti
002913	oscuridad
002914	está siendo
002915	la
002916	oscuridad
002917	cuánta
002918	Nadie
002919	está siendo capaz
002920	a dos
002921	amos
002922	estar sirviendo esclavizado
002923	o
002924	porque
002925	a el
002926	uno
002927	odiará
002928	y
002929	a el
002930	otro diferente
002931	amará
002932	o
002933	de uno
002934	(se) adherirá
002935	y
002936	de el
002937	otro diferente
002938	despreciará
002939	no
002940	están siendo capaces
002941	a Dios
002942	estar sirviendo esclavizado
002943	y
002944	a mammón
002945	Por
002946	esto
002947	estoy diciendo
002948	a ustedes
002949	no
002950	estén en ansiedad
002951	(en) el
002952	alma
002953	de ustedes
002954	qué
002955	coman
